wavelength_nm,sensitivity
3.940000000000000000e+02,2.070171712189651236e-01
3.950000000000000000e+02,2.049142838756704832e-01
3.960000000000000000e+02,2.028524093085306568e-01
3.970000000000000000e+02,2.008377002939312761e-01
3.980000000000000000e+02,1.988763095248427537e-01
3.990000000000000000e+02,1.969743825026910866e-01
4.000000000000000000e+02,1.951380505666491794e-01
4.010000000000000000e+02,1.933734240638713964e-01
4.020000000000000000e+02,1.916865856626710773e-01
4.030000000000000000e+02,1.900835838091328445e-01
4.040000000000000000e+02,1.885704263261686886e-01
4.050000000000000000e+02,1.871530741525783414e-01
4.060000000000000000e+02,1.858374352182692313e-01
4.070000000000000000e+02,1.846293584504514473e-01
4.080000000000000000e+02,1.835346279043439666e-01
4.090000000000000000e+02,1.825589570107366555e-01
4.100000000000000000e+02,1.817079829316469997e-01
4.110000000000000000e+02,1.809872610143122007e-01
4.120000000000000000e+02,1.804022593328703239e-01
4.130000000000000000e+02,1.799583533063201235e-01
4.140000000000000000e+02,1.796608203807197324e-01
4.150000000000000000e+02,1.795148347631014274e-01
4.160000000000000000e+02,1.795254621942434237e-01
4.170000000000000000e+02,1.796976547472663444e-01
4.180000000000000000e+02,1.800362456390188770e-01
4.190000000000000000e+02,1.805459440413806071e-01
4.200000000000000000e+02,1.812313298799644035e-01
4.210000000000000000e+02,1.820968486082242543e-01
4.220000000000000000e+02,1.831468059456982378e-01
4.230000000000000000e+02,1.843853625700140608e-01
4.240000000000000000e+02,1.858165287533841414e-01
4.250000000000000000e+02,1.874441589355881066e-01
4.260000000000000000e+02,1.892719462269052133e-01
4.270000000000000000e+02,1.913034168360902842e-01
4.280000000000000000e+02,1.935419244202969125e-01
4.290000000000000000e+02,1.959906443558068478e-01
4.300000000000000000e+02,1.986525679305441439e-01
4.310000000000000000e+02,2.015304964615896033e-01
4.320000000000000000e+02,2.046270353432721734e-01
4.330000000000000000e+02,2.079445880338705865e-01
4.340000000000000000e+02,2.114853499914991497e-01
4.350000000000000000e+02,2.152513025723249707e-01
4.360000000000000000e+02,2.192442069068999133e-01
4.370000000000000000e+02,2.234655977729803067e-01
4.380000000000000000e+02,2.279167774858279760e-01
4.390000000000000000e+02,2.325988098294779205e-01
4.400000000000000000e+02,2.375125140549248226e-01
4.410000000000000000e+02,2.426584589734793185e-01
4.420000000000000000e+02,2.480369571756865510e-01
4.430000000000000000e+02,2.536480594081783058e-01
4.440000000000000000e+02,2.594915491425472398e-01
4.450000000000000000e+02,2.655669373717988169e-01
4.460000000000000000e+02,2.718734576711140383e-01
4.470000000000000000e+02,2.784100615605067386e-01
4.480000000000000000e+02,2.851754142074371390e-01
4.490000000000000000e+02,2.921678905075772437e-01
4.500000000000000000e+02,2.993855715816027274e-01
4.510000000000000000e+02,3.068262417251929053e-01
4.520000000000000000e+02,3.144873858482412077e-01
4.530000000000000000e+02,3.223661874377001801e-01
4.540000000000000000e+02,3.304595270763927006e-01
4.550000000000000000e+02,3.387639815476351512e-01
4.560000000000000000e+02,3.472758235525487125e-01
4.570000000000000000e+02,3.559910220635340017e-01
4.580000000000000000e+02,3.649052433336031354e-01
4.590000000000000000e+02,3.740138525770330125e-01
4.600000000000000000e+02,3.833119163322945000e-01
4.610000000000000000e+02,3.927942055133121779e-01
4.620000000000000000e+02,4.024551991499931702e-01
4.630000000000000000e+02,4.122890888135936627e-01
4.640000000000000000e+02,4.222897837169806712e-01
4.650000000000000000e+02,4.324509164741769385e-01
4.660000000000000000e+02,4.427658494979685444e-01
4.670000000000000000e+02,4.532276820086240110e-01
4.680000000000000000e+02,4.638292576212790230e-01
4.690000000000000000e+02,4.745631724741232738e-01
4.700000000000000000e+02,4.854217838543442576e-01
4.710000000000000000e+02,4.963972192739482536e-01
4.720000000000000000e+02,5.074813859430834517e-01
4.730000000000000000e+02,5.186659805844119342e-01
4.740000000000000000e+02,5.299424995285481055e-01
4.750000000000000000e+02,5.413022490275312126e-01
4.760000000000000000e+02,5.527363557209462597e-01
4.770000000000000000e+02,5.642357771874988437e-01
4.780000000000000000e+02,5.757913125138099941e-01
4.790000000000000000e+02,5.873936128118464328e-01
4.800000000000000000e+02,5.990331916167889181e-01
4.810000000000000000e+02,6.107004350982887519e-01
4.820000000000000000e+02,6.223856120199999786e-01
4.830000000000000000e+02,6.340788833849715367e-01
4.840000000000000000e+02,6.457703117079031108e-01
4.850000000000000000e+02,6.574498698595498958e-01
4.860000000000000000e+02,6.691074494334081635e-01
